,loss,categorical_accuracy,val_loss,val_categorical_accuracy
0,2.3690009117126465,0.19718706607818604,2.237699508666992,0.24560546875
1,2.072411298751831,0.29796162247657776,2.061925172805786,0.3046875
2,1.9498122930526733,0.3464913070201874,1.9155354499816895,0.356201171875
3,1.8623651266098022,0.37936410307884216,1.8569878339767456,0.38232421875
4,1.7989422082901,0.4043421149253845,1.8629814386367798,0.381591796875
5,1.7459168434143066,0.4207453727722168,1.824276089668274,0.4033203125
6,1.6941242218017578,0.43850862979888916,1.822166085243225,0.40234375
7,1.6468069553375244,0.4548620879650116,1.8046764135360718,0.414306640625
8,1.6004208326339722,0.4698721170425415,1.7991323471069336,0.4208984375
9,1.5575511455535889,0.48473289608955383,1.8373078107833862,0.41650390625
10,1.5107053518295288,0.4982336163520813,1.8567968606948853,0.41796875
11,1.470892310142517,0.5109714269638062,1.8770121335983276,0.41552734375
12,1.432999849319458,0.5237423777580261,1.9249119758605957,0.410400390625
13,1.3930703401565552,0.537309467792511,1.9762343168258667,0.397216796875
