,loss,categorical_accuracy,val_loss,val_categorical_accuracy
0,2.4058971405029297,0.18695370852947235,2.3414535522460938,0.2125244140625
1,2.1094441413879395,0.2801651954650879,2.163823366165161,0.2738037109375
2,1.9746829271316528,0.33176323771476746,2.1406567096710205,0.2901611328125
3,1.8889379501342773,0.3621149957180023,2.081007719039917,0.3126220703125
4,1.8187557458877563,0.3883701264858246,2.0479393005371094,0.330810546875
5,1.7528421878814697,0.4119051992893219,2.0289957523345947,0.3360595703125
6,1.6851412057876587,0.43781203031539917,2.01942777633667,0.343505859375
7,1.6087923049926758,0.46381834149360657,2.095456600189209,0.33056640625
8,1.523449420928955,0.49214667081832886,2.0733723640441895,0.341552734375
9,1.4354525804519653,0.5228301882743835,2.1725072860717773,0.3411865234375
10,1.3488843441009521,0.5529994964599609,2.2692928314208984,0.343994140625
11,1.2586041688919067,0.5792214870452881,2.3889434337615967,0.3487548828125
12,1.182117223739624,0.6055429577827454,2.3789589405059814,0.33984375
13,1.107967495918274,0.6299736499786377,2.597665309906006,0.33203125
14,1.0366771221160889,0.6516179442405701,2.6075782775878906,0.3369140625
15,0.9688053727149963,0.6755179166793823,2.8377811908721924,0.3299560546875
16,0.9159148335456848,0.6910586357116699,3.005404472351074,0.3336181640625
